label,text
spam,"CRYPTO.COM ALERT: A withdrawal of $2,340 was initiated. Your authorization OTP is 639047. DO NOT share. If this is unauthorized stop it NOW at crypto-secure-alert.net — time sensitive."
spam,"Zelle via your bank: A $500 transfer was requested from your account. Verification code 748291 is required to complete. If you did not initiate this transfer call 1-833-492-6017 immediately."
spam,"You've been selected as our WEEKLY WINNER! Claim your $1,000 Walmart gift card before it expires: walmart-rewards94.com/claim"
spam,"FINAL NOTICE: Your Amazon prize of $500 is unclaimed. Respond YES to 1-833-204-7761 to verify your identity and receive your reward."
spam,"Congrats! You won our monthly sweepstakes. Your $750 Target gift card is waiting. Click here to claim in 24hrs or it will be reassigned: tgt-giftdraw.net/winner"
spam,"You have been chosen from 1.2 million entries to receive a $2,500 cash prize! Do not ignore this message. Go to prizedraw-confirm.com NOW before your code expires."
spam,"Hi! This is an automated notice that your name was drawn in the WalMart Holiday Raffle. Prize: $1,000. Visit wmt-holiday-prize.net/redeem to confirm."
spam,"FREE MSG: You won a Samsung Galaxy S24! To claim, text PRIZE to 55678 or visit samsung-winners2024.com/free. Offer ends tonight at midnight."
spam,"Your Google Rewards survey payout of $300 is READY. We've been trying to reach you. Claim at google-survey-pay.net before funds are returned to pool."
spam,"CONGRATULATIONS from Publishers Clearing House! You are our $5,000 grand prize winner. Call 1-888-312-0045 to speak with your prize coordinator immediately."
spam,"Amazon: We randomly selected your account for a $500 shopping spree giveaway. You have 12 hours to claim. Visit amzn-reward-portal.com/verify"
spam,"You've won a $250 Visa gift card from our customer appreciation draw! Simply complete a short survey to unlock it: visagift-survey.link/win2024"
spam,"URGENT: This is your last attempt notification. Your unclaimed lottery prize of $8,750 will be forfeited at 11:59PM tonight. Call 1-877-540-2291 NOW."
spam,"Dear valued customer, your phone number was randomly selected for a $1,500 Best Buy prize. Redeem within 48 hours at bestbuy-promo-winners.com/redeem."
spam,"🎉 Congrats!! You are the LUCKY WINNER of our weekly iPhone 15 giveaway! To get yours shipped free, visit iphone-free-winners.net/claim today."
spam,"Your entry in the Costco Members Sweepstakes has WON. Prize amount: $750. Confirm your shipping address at costco-sweeps.org/winner or forfeit your prize."
spam,"We tried calling but got no answer. Your Powerball second-chance prize of $3,200 is on hold pending your verification. Text CONFIRM to 1-302-887-4421."
spam,"NOTICE: You have an unclaimed reward of $400 from our national gift card promotion. This is not spam. Visit giftcard-national.com/activate to see your prize."
spam,"You're our 1,000,000th visitor and you've WON a $1,000 Amazon gift card! Act FAST — only 3 rewards remaining. Claim at amz-millionth-prize.com/now"
spam,"Hi [Winner], your name was pulled in the Nationwide Cash Sweepstakes. $2,000 is being held in your name. Confirm at nationwide-cashprize.net before Friday."
spam,"REWARD ALERT: Your T-Mobile loyalty points have been converted into a $200 gift card. Claim before they expire: tmobile-loyalty-reward.com/redeem2024"
spam,"You have qualified for a FREE $500 Walmart eGift Card as part of our annual customer thank-you event. Limited time — go to wm-thankyou-gift.net to grab yours."
spam,"FINAL WARNING — your sweepstakes winnings of $4,500 have NOT been claimed. A check has been issued in your name. Call 1-866-219-3374 to arrange delivery."
spam,"Lucky you!! Our February draw picked YOUR number for a $100 Amazon promo card. No purchase needed. Just verify at amazon-feb-draw.com/free within 6 hrs."
spam,"As an AT&T customer you've been selected to receive a $300 bill credit OR cash equivalent. Visit att-customer-rewards.net or call 1-844-763-9921 to redeem."
spam,"Your PayPal account has earned a $175 cash bonus from our referral sweepstakes. Claim now at paypal-bonus-draw.com — expires in 3 hours. Don't miss out!!"
spam,"Walmart Automated Msg: You won a $500 gift card in our spring raffle. Reply WIN to 74-822 or claim online at walmart-spring-raffle.net/confirm. Exp: 24hrs."
spam,"FINAL NOTICE from IRS: Unpaid tax balance of $3,847.00 detected on your account. Failure to respond within 24 hours will result in wage garnishment and asset seizure. Call 1-844-302-7751 immediately or visit irs-taxpayerportal.com to resolve."
spam,"Your Social Security Number has been SUSPENDED due to suspicious activity. To reactivate, call SSA Case Line: 1-833-571-4402 NOW. Ignoring this notice may result in arrest."
spam,"DMV ALERT: Your drivers license #TX-4492817 is scheduled for REVOCATION. Outstanding fees of $214.50 must be cleared by 5PM today. Visit dmv-licenserenew.net or call 1-877-540-3391."
spam,"Medicare Services: Your 2024 benefits are ON HOLD. An unverified billing error of $1,092.00 requires immediate confirmation. Reply YES or call 1-866-219-4480 to avoid coverage termination."
spam,"IRS URGENT: A federal tax lien has been filed against your property. Case #IRS-2024-881047. You have 48 hours to dispute. Call 1-855-348-2290 or go to irs-lien-resolution.com."
spam,"This is an automated notice from the U.S. Social Security Administration. Your SSN ending in 4471 has been linked to illegal activity in Texas. Contact your assigned officer at 1-844-907-3321 before 6PM today."
spam,"IMMIGRATION ALERT: A hold has been placed on your residency file by USCIS. Case ID: USC-774-20198. Failure to call 1-833-284-5517 within 72 hours may result in status forfeiture."
spam,"Final IRS Warning — Account #4872991. You owe $6,211.00 in back taxes. A warrant for your arrest has been ISSUED. Stop it now at taxpayer-irshelp.com or call 1-866-402-9953."
spam,"SSA Notice: Benefits deposit of $894.00 has been BLOCKED due to identity verification failure. Call 1-877-631-0042 to unlock your account today."
spam,"DMV: We were unable to process your license renewal. Your driving privileges will be suspended in 12 hours unless you complete verification at dmv-verify-account.net."
spam,"USCIS FINAL ALERT: Your visa or green card application requires an IMMEDIATE update. Case pending termination. Call immigration officer at 1-844-503-8871 or visit uscis-caseupdate.com."
spam,"IRS Criminal Investigation Division: You have an outstanding liability of $2,590.00. Local law enforcement has been notified. To halt proceedings call 1-855-219-7740 within the hour."
spam,"Your MEDICARE enrollment has expired. You may lose prescription and hospital coverage effective immediately. Call 1-866-380-5594 to verify your identity and restore benefits. Do not ignore."
spam,"Social Security Administration: MANDATORY verification required for your monthly benefits. Your next payment of $1,340.00 is on hold. Confirm your details at ssa-benefitverify.com."
spam,"IRS: We detected an error on your 2022 return resulting in an OVERPAYMENT of $738.00 owed back to the government. Resolve at irs-adjustment-portal.com or face penalty fees."
spam,"ALERT from U.S. Dept of Treasury: Your tax refund of $4,120.00 is being withheld pending identity confirmation. Visit treasury-refundclaim.com or call 1-877-402-6614 before the deadline."
spam,"USCIS: Your work authorization document (EAD) has EXPIRED in our system. To avoid employment disruption and possible deportation proceedings call 1-833-419-7760 immediately."
spam,"DMV SUSPENSION NOTICE: 3 unpaid violations are associated with plate #GHT-7834. Your registration expires in 24hrs. Pay now at dmv-registrationportal.com to avoid impound."
spam,"This is your SECOND AND FINAL notice from the IRS. Tax debt of $9,043.00 remains unpaid. A federal officer will visit your residence if no action is taken. Call 1-844-581-3309."
spam,"SSA: Unusual foreign transactions have been linked to your Social Security account. Your number has been TEMPORARILY DEACTIVATED. Call 1-855-762-0041 to restore access."
spam,"MEDICARE FRAUD ALERT: Unauthorized charges have been billed to your Medicare ID. Your account is FROZEN pending review. Call 1-866-503-1140 or your coverage will be cancelled."
spam,"IRS NOTICE: You qualify for an unclaimed tax credit of $2,875.00. This offer expires in 48 hours. Claim at irs-creditclaim.net before funds are returned to the Treasury."
spam,"USCIS AUTOMATED ALERT: Biometric appointment missed. Your green card application #GC-20241138 has been flagged for CLOSURE. Reschedule immediately at uscis-biometric-portal.com."
spam,"Social Security Admin: Your SS card has been used to open 3 bank accounts in Arizona. Your benefits are suspended. An officer will call you. To speak with us first dial 1-833-640-2277."
spam,"DMV: THIS IS YOUR LAST WARNING. Failure to update your vehicle registration linked to SSN on file will result in a $450 fine and vehicle hold. Update now: dmv-accountportal.net or call 1-877-319-5582."
spam,"URGENT: Your Bank of America account has been locked due to suspicious activity. Verify your identity immediately or lose access permanently: https://boa-secure-verify.net/login"
spam,"Chase Alert: A $847.00 charge was attempted on your account. If this wasn't you, click here within 24hrs to dispute: http://chs-fraud-center.com/dispute"
spam,"Your Netflix subscription has EXPIRED. Update your billing info now to avoid losing access to your account: http://netflix-billing-update.net/renew"
spam,"ACTION REQUIRED: Your PayPal account will be permanently suspended in 24 hours. Confirm your details here: https://paypal-account-review.info/verify"
spam,"Wells Fargo: We noticed unusual sign-in activity on your account. Secure your account now at http://wf-security-alert.com or call 1-888-204-7761"
spam,"Your Amazon Prime membership is past due. A charge of $139.00 will be sent to collections if not resolved: https://amzn-billing-help.net/update"
spam,"IRS NOTICE: You are owed a tax refund of $2,318.00. Claim before it expires 01/14: http://irs-refund-claim.org/collect"
spam,"FINAL WARNING — Your Venmo account has been flagged. Verify now or your balance of $312.47 will be frozen: https://venmo-secure.net/confirm"
spam,"Apple ID Alert: Your account was accessed from an unknown device in Ukraine. CLICK HERE to secure your account: http://appleid-protect.info/lock"
spam,"Congratulations! Your Zelle transfer of $500.00 is pending approval. Confirm your identity to release funds: https://zelle-transfer-confirm.com/auth"
spam,"NOTICE from Social Security Administration: Your SSN has been temporarily suspended due to suspicious activity. Call 1-855-418-9021 or visit http://ssa-gov-alert.net immediately"
spam,"Your Medicaid coverage will be CANCELLED in 48 hours unless you reverify your information. Click: https://medicaid-renewal-portal.com/verify"
spam,"US Bank: Your debit card ending in 4821 has been deactivated. To reactivate, confirm your account details at http://usbank-card-restore.com"
spam,"ALERT: A new device logged into your Google account. If this wasn't you, secure it immediately: https://google-account-protection.net/review"
spam,"Coinbase: Your crypto wallet has been restricted. Verify your ID within 24hrs to restore access: https://coinbase-id-verify.net/upload"
spam,"Your T-Mobile bill of $193.00 is OVERDUE. Avoid service interruption — pay now: http://tmobile-payment-center.net/pay or reply STOP to opt out"
spam,"FEDEX: Your package could not be delivered. Reschedule delivery and confirm your address here: http://fedex-delivery-update.com/track?id=8847291"
spam,"Capital One: Unauthorized access detected on your account. Your card has been temporarily frozen. Unfreeze now: https://cap1-account-unlock.com/verify"
spam,"Walmart Reward Center: You've been selected for a $1,000 Walmart gift card. Claim it before midnight: http://walmart-rewards2024.com/claim"
spam,"Your Geico auto insurance policy #GC-8847201 has LAPSED. Avoid fines and legal penalties — renew in 24hrs: https://geico-policy-renew.net"
spam,"BANK ALERT: A wire transfer of $2,750.00 was initiated from your account. Not you? Stop it now at http://secure-bank-alerts.com/dispute"
spam,"Your Experian credit report shows a NEW derogatory mark. View and dispute it before it impacts your score: https://experian-credit-alert.net/report"
spam,"Citibank: Your account has exceeded failed login attempts and is now restricted. Restore access: http://citi-secure-login.com/unlock — expires in 12hrs"
spam,"USPS Notification: Your parcel is on hold due to incomplete address information. Update now or it will be returned: https://usps-delivery-confirm.net/update?pkg=00291847"
spam,"Your Robinhood account requires immediate verification to comply with new federal regulations. Failure to act within 24hrs will result in account closure: https://robinhood-compliance-verify.com/id"
spam,"You've been selected for a REMOTE DATA ENTRY position paying $28/hr. No experience needed. Start today: apply.workfromhome-now.net"
spam,"URGENT: 12 positions left for our work-from-home program. Earn $500-$1200/week on your phone. Reply YES to apply or ignore to miss out."
spam,"Hi! This is Sarah from TalentBridge Staffing. We found your resume and have an IMMEDIATE opening for remote assistants. $22/hr, flexible hours. Click here: talentbridge-jobs.co/apply"
spam,"Make $3,500 this week from your couch. Real company, real pay. No experience. 5 spots left. jobnow.getpaidhome.net"
spam,"Congratulations! You qualify for our part-time remote position. Work 2-3 hrs/day and earn up to $900/week. Text WORK to 84736 to get started."
spam,"Hey, saw your profile online. We're hiring people to review products from home. $35/hr, set your own schedule. Interested? remotehire-usa.com/start"
spam,"FINAL NOTICE: Your application for the work-from-home data entry role has been approved pending confirmation. Confirm now or your spot goes to the next candidate: careers.homeworkpay.net/confirm"
spam,"No experience? No problem! We're paying $27/hr for simple typing tasks done on your phone. 100% remote. Start earning TODAY → quickjobs-remote.com"
spam,"Part time remote jobs NOW HIRING in your area. Flexible hours, weekly pay, no interview required. 847-203-9154"
spam,"Good news! A company near you is looking for home-based workers. Pay starts at $500/week guaranteed. Visit: myjobhub.remotework-pay.com to claim your spot."
spam,"You left your application incomplete! We still have 3 openings for remote data processors at $31/hr. Complete it now before midnight: datawork-home.net/resume"
spam,"WORK FROM HOME - $1,800/WEEK GUARANTEED. Set your own hours. All you need is a phone or laptop. Limited openings. Apply: remotepay.earnnow.co"
spam,"Hi this is Jessica from WorkRight Staffing. We have a PAYING remote opportunity that fits your background. Respond YES and I'll send details or call 623-891-4402"
spam,"Earn $200-$450 PER DAY doing simple tasks from home. No selling, no experience, no boss. Join 1000s already doing this: taskpay-home.com/join"
spam,"Your job alert: Immediately hiring remote entry-level workers. $24/hr. Weekly direct deposit. No degree required. Must be 18+. Apply: hirenow-remote.net"
spam,"Don't miss this! Company is paying people $38/hr to enter data from home. Only 7 spots left in your area. Go NOW: homejobs-daily.net/apply"
spam,"We tried reaching you about a remote position paying up to $1,500 weekly. If you're still interested reply OPEN. If not reply STOP to end msgs."
spam,"ATTENTION: You've qualified for immediate hire as an online product reviewer. Earn $300+ per day, no experience necessary. Confirm interest: rewardwork.io/start"
spam,"Hey! I found your contact through a jobs board. I run a small remote team and we need 2 more people for data entry. Pays $600/week. Text me back if serious. -Mark, 702-554-8831"
spam,"Work from home jobs are FILLING UP FAST. $26/hr for online assistants. Flexible schedule. Direct deposit every Friday. Claim your spot → remotework-now.com/signup"
spam,"Hiring NOW: virtual customer file processors. Work from any location. $29/hr. No phone calls required. Start within 48 hours. jobs.virtualworkusa.net"
spam,"You were referred to us by a mutual connection. We are looking for part-time remote workers, $750-$1,100 per week, immediate openings. Respond READY to learn more."
spam,"⚠️ LAST CHANCE: Your free work-from-home kit expires at 11:59PM tonight. Start earning $400/day from your phone. Claim it: homekit-earnmore.com"
spam,"We are looking for 5 people this week to join our remote admin team. Pays $25-$40/hr depending on tasks. Completely flexible. More info: flexteam-remote.co/apply"
spam,"Remote income opportunity - earn $150-$350 per day processing online orders from home. Takes 1-2 hrs. No experience. Spots limited. Visit: orderpay-home.com or call 888-203-7741"
spam,"🚨 URGENT: Your Bitcoin wallet has been flagged for a $4,200 pending deposit. Claim within 24hrs or funds are FORFEITED. Verify now: btc-secure-claim.net/wallet882"
spam,"Hey sorry wrong number lol — but wait, are you interested in crypto? My mentor made $18k last month and is taking 3 new students. No experience needed"
spam,"CRYPTO ALERT: BTC is about to PUMP 340% in the next 6 hours. Our AI signal has been 97% accurate this week. Don't miss it → cryptosignal-pro.io/alert7"
spam,"Your CoinBase account shows an unverified transaction of $9,850. If this was not you, secure your account immediately at: coinbase-alerts-verify.com"
spam,"Hi! I was trying to reach my cousin Emma but I think I have the wrong number 😅 Do you by any chance invest in Bitcoin? I just made $3,200 this week"
spam,"FREE BITCOIN GIVEAWAY — Elon Musk is doubling all crypto deposits for the next 2 hours only. Send 0.1 BTC to receive 0.2 BTC back. Limited slots: elonbtc-drop.net"
spam,"BUY SIGNAL 🔥 ETH/USDT — Entry: $1,847 | Target: $2,940 | Our VIP group has returned 4,100% this year. Join free today: t.me/CryptoVIPSignals88"
spam,"Your account with CryptoMax has earned $712 in passive income this week. Withdrawal request pending. Log in to approve: cryptomax-withdraw.io/confirm"
spam,"Oops! Meant to text my friend about our trading group 😂 Since I'm here tho — have you heard about the Bitcoin arbitrage strategy going around? People are making $500/day"
spam,"⚠️ FINAL NOTICE: $14,500 in Bitcoin rewards linked to your phone number will EXPIRE at midnight. Activate at: btcrewards-mobile.com/activate"
spam,"Signal just dropped 🚨 DOGE about to break resistance. Entry now at $0.084, target $0.31. This is the one. Full analysis: vip-dogesignals.com/free"
spam,"We detected a login to your Binance account from Lagos, Nigeria. If this was not you CLICK HERE IMMEDIATELY: binance-login-secure.net/review882"
spam,"Hey stranger! My name is Mei Lin 😊 I was trying to reach my investment partner but got your number by mistake. What country are you in? I can show you what we do in crypto"
spam,"💰 $500 FREE CRYPTO for new users! No deposit required. Our platform has paid out over $2.3M to members this month alone. Claim yours: getfreecrypto247.com/claim"
spam,"TRADING ALERT — insider source confirms BTC hitting $98,000 before Friday. Load up NOW. Verified VIP channel: t.me/BTCInsiderGold"
spam,"Hi there, so sorry to bother you! I accidentally texted you but since you're here — my uncle works at a blockchain firm and taught me a method that makes $800 daily. Want to know more?"
spam,"Your Bitcoin investment of $250 has grown to $6,748. Withdraw your profits today before the market resets: btc-profits-now.com/ID=XT4482"
spam,"🔔 PUMP INCOMING on AltBase Token (ABT). Get in before the announcement drops. Our last 3 calls: +290%, +410%, +188%. Signal: altbasevip.io/now"
spam,"COINBASE: We have placed a temporary hold on your account due to suspicious withdrawal activity totaling $2,200. Verify identity: coinbase-id-check.com"
spam,"lol omg I sent this to the wrong person 😭 Anyway my mentor Lisa taught me how to trade Bitcoin and I cleared $4,100 in 11 days. Happy to share the group link if you're curious"
spam,"⏳ LAST CHANCE — Bitcoin halving trade window closes in 3 hours. Members who entered yesterday are already up 62%. Join now or wait another 4 years: halvingprofits.net"
spam,"Congrats! Your phone number was selected in our crypto lottery. Prize: 0.35 BTC ($14,220). To claim, register at: btclottery-win.com/phone-claim and pay a $25 processing fee"
spam,"ETH SHORT SIGNAL 📉 High confidence. Leverage 10x. Entry: $1,923 Stop: $1,971 TP: $1,640. Full trade breakdown for VIP members only: ethtraders-vip.com/signal"
spam,"Hello dear, I think I have wrong contact 🙈 I am Clara from Hong Kong. I trade crypto with a professional team. We make 30-40% monthly. If interested I can introduce you to my manager Mr. David"
spam,"🚨 ACTION REQUIRED: Your linked wallet address has received an inbound transfer of 0.44 BTC. Funds on hold pending KYC verification. Complete at: btc-kyc-portal.net/verify or transfer will be reversed in 12 hours"
spam,"Your USPS package #9400111899223481729 could not be delivered. A redelivery fee of $2.99 is required to release your shipment. Pay now: usps-redelivery-confirm.com/track28471"
spam,"FedEx: We attempted delivery of your parcel today but no one was available. To reschedule, visit: fedex-reschedule-pkg.net/84729 within 24 hours or your package will be returned."
spam,"DHL NOTICE: Your shipment is ON HOLD due to unpaid customs duties of $4.50. Failure to pay within 48 hours will result in the package being seized. Settle now at dhl-customs-clearance.com/pay?id=77291"
spam,"ALERT: Your UPS package has been held at our facility. Click here to confirm your address and schedule redelivery: ups-delivery-portal.co/confirm8821"
spam,"USPS: We were unable to deliver your item. Ref# 94810029938271. Please pay the $1.99 redelivery handling fee at: usps-pkg-hold.com/ref94810 to avoid return shipment."
spam,"Your FedEx delivery FAILED due to incorrect address on file. Update your info immediately or package will be discarded in 72 hours: fedex-address-update.net/id=302918"
spam,"UPS Delivery Attempt FAILED. Package #1Z839F720391847263 is being held. A $3.30 storage fee applies after today. Reschedule at: ups-pkg-confirm.com/839F72"
spam,"Parcel notification from DHL: Your international package has cleared customs but requires a final delivery fee of $2.20. Pay at dhl-final-delivery.net/invoice?order=5521 or it will be returned within 24hrs."
spam,"FEDEX ALERT: Your package is sitting at a nearby facility UNCLAIMED. We'll return it to sender in 48 hours unless you confirm delivery at: fedexdeliverynow.info/track?id=1029384"
spam,"USPS attempted to deliver a package to your address today. A $2.50 fee is required to release your parcel. Please visit usps-delivery-fee.com/88391 to complete payment."
spam,"UPS: Delivery of pkg #1Z99W7270349128374 was attempted. No signature was obtained. Reschedule your delivery here: ups-reschedule-now.co/ref49128 — link expires in 12 hours."
spam,"From DHL Express: A package sent to you is pending because of UNPAID import charges of $6.75. Your parcel will be returned to sender if not resolved: dhl-importfee.com/pay?pkg=DH88271"
spam,"Hi, FedEx here. We tried delivering your package 3 times with no success. This is your FINAL NOTICE before the item is auctioned. Respond at: fedex-final-notice.net/pkg3921"
spam,"URGENT — UPS PACKAGE ON HOLD. We detected an issue with your shipping address. Confirm your details now to avoid a $5.00 late fee: ups-address-verify.com/hold77382"
spam,"USPS: Your package #9374889678399201039 has arrived at the distribution center but is UNDELIVERABLE. Update your delivery preferences: usps-parcel-update.info/9374889 before 11:59 PM tonight."
spam,"DHL: Shipment #JD014600006281933 requires your attention. Customs clearance fee of $3.85 is outstanding. Pay online at dhl-clearance-portal.com or call (800) 492-7731 to speak with an agent."
spam,"Your FedEx package could not be delivered — the address label was damaged in transit. Verify your address at fedex-label-fix.com/case=72918 within 24 hours to receive your parcel."
spam,"UPS FINAL DELIVERY NOTICE: Package #1Z4F27830192847561 will be returned to sender TOMORROW if we do not hear from you. Reschedule at no cost: upsdeliveryfix.net/reschedule?p=4F2783"
spam,"USPS PACKAGE ALERT: Your item is being held at your local post office due to an incomplete address. A $1.49 address correction fee is due. Resolve here: usps-address-fix.co/case00291"
spam,"DHL Express: We have a package for you but were unable to complete delivery. Please arrange redelivery within 48 hours at dhl-redeliver.net/id=DH992810 or contact us at (888) 301-6652."
spam,"Your FEDEX shipment has been DELAYED due to an unpaid fuel surcharge of $3.10. This must be resolved before dispatch. Pay immediately: fedex-surcharge-pay.com/fc=F8827391 to receive your package."
spam,"UPS: Delivery of your order is PAUSED. We require confirmation of your delivery address before releasing the package. This takes less than 1 minute: ups-confirm-address.net/id=8823710"
spam,"USPS ALERT: We have held your parcel at the facility for 3 days awaiting pickup. Storage fees of $4.99 now apply. To waive this fee and schedule delivery go to: usps-waive-fee.com/pkg773901"
spam,"DHL: Your package from an international sender has been flagged for customs inspection. A release fee of $7.25 is required to proceed. Pay now to avoid confiscation: dhl-release-fee.org/order=DH77210"
spam,"FINAL NOTICE from FedEx: Package #775-29301-88472 remains unclaimed at our depot. We will return to sender in 24 HRS unless you act. Click to claim: fedex-claim-pkg.com/775293 or call (877) 540-2291."
spam,"CHASE ALERT: Unusual sign-in detected on your account. Your access has been temporarily limited. Verify your identity immediately at chase-secure-verify.com or call 1-800-924-3378."
spam,"Your Bank of America account has been SUSPENDED due to suspicious activity. To restore access visit: bofa-accountreview.net within 24 hours or your account will be permanently closed."
spam,"PayPal: We've placed a hold on your account. A transaction of $847.33 was flagged as unauthorized. Confirm or deny this charge here: paypal-resolution-center.com"
spam,"Zelle Alert: Someone requested $1,200.00 from your account. If this wasn't you, cancel immediately: zelle-disputes.net/cancel"
spam,"WELLS FARGO: Your debit card ending in 4471 has been LOCKED. An attempt to withdraw $2,340.00 was blocked. Unlock your card: wf-cardservices.com/verify"
spam,"Chase: We noticed a login from an unrecognized device in Phoenix, AZ. If this wasn't you, secure your account now at chasesecure-login.net"
spam,"BankOfAmerica: A wire transfer of $3,750.00 is PENDING from your checking account. To cancel this transfer call 1-888-302-5541 immediately."
spam,"PayPal Security: Your account password was recently changed. If you did not make this change, your account may be compromised. Act now: paypal-help-center.org/secure"
spam,"URGENT — Wells Fargo fraud dept: Card ending 8823 used at Walmart Miami FL for $412.67. Reply YES to approve or NO to dispute."
spam,"Zelle: A payment of $500 to user 'mike_j92' is processing. Not you? Stop this transfer now: zelle-fraud-alert.com/stop"
spam,"CHASE BANK: Your account has been flagged for REVIEW. Failure to verify your information within 12 hours will result in account closure. Go to: chase-identity-check.com"
spam,"BofA Alert: We were unable to verify your recent login attempt. For your protection, online banking access has been disabled. Restore access: bofa-secure-id.net/login"
spam,"Wells Fargo: This is an automated fraud notice. A charge of $99.00 has been authorized to Netflix using your card on file. To dispute: wf-disputes.com or call 1-877-401-2293."
spam,"PayPal: Your account is limited! We noticed activity that violates our user agreement. You have 48 hours to appeal: paypal-limitedaccount.org"
spam,"ALERT from Chase: $1,875.50 was transferred out of your savings account on 05/16. If unauthorized, click to reverse: chase-tx-reverse.com/claim"
spam,"Zelle Security Dept: Your Zelle profile was accessed from a new device. Secure your account by verifying at: secure-zelle-id.com or call 1-800-917-2284."
spam,"BANK OF AMERICA: Multiple failed login attempts have been detected on your account. Your account is now on hold. Please verify: bofa-customerportal.net"
spam,"WellsFargo Fraud Team: We've detected a SUSPICIOUS PURCHASE of $2,100.00 at Best Buy online. Reply STOP to block this charge or call 1-866-522-1090."
spam,"Chase: As part of our security protocol your account access has been restricted. Please complete verification or risk permanent suspension: chase-accountverify.org/id"
spam,"PayPal: You have an UNRESOLVED dispute on your account. A claim for $634.00 has been filed against you. Respond within 72 hours: paypal-claims-dept.com"
spam,"Zelle: Immediate action required. A $750.00 payment request from an unverified sender is awaiting approval. Review at: zelle-paymentreview.net/auth"
spam,"WELLS FARGO ALERT: Your checking account balance is critically low after a transaction of $1,560.00 was processed. This may be fraud. Verify at wf-secure-check.com"
spam,"BofA: We've temporarily suspended your credit card ending in 7732 following unusual spending patterns. To reactivate call 1-833-248-7761 or visit bofa-reactivate.net."
spam,"Chase Fraud Alert: A new payee was added to your account and a payment of $920.00 is scheduled for tomorrow. Stop this payment: chase-payee-alert.com/review"
spam,"PAYPAL: Your linked bank account was removed by an unknown session. If this wasn't you CONTACT US IMMEDIATELY at paypal-accountsupport.org or 1-888-574-4290 before funds are released."
spam,"Your Google verification code is 847291. NEVER share this code with anyone. If you did not request this code, your account may be compromised — secure it now at google-secure-verify.com/alert"
spam,"URGENT: A login attempt was detected on your Chase account. To verify it was you, reply with the 6-digit code we just sent. If you did not attempt to log in, call 1-800-482-9031 immediately."
spam,"PayPal: Your account has been temporarily limited. Enter code 559012 at paypal-account-verify.net to restore full access within 24 hours or your account will be permanently suspended."
spam,"Amazon Security: We noticed a sign-in from an unrecognized device in Kiev, Ukraine. Your verification code is 203847. Do NOT share this with anyone including Amazon staff."
spam,"Your verification code is 114782. This code expires in 10 minutes. If you did not request it, someone may be trying to access your account at secure-id-confirm.com"
spam,"BANK ALERT: Your Wells Fargo account login was attempted from a new device. Reply YES to approve or call 1-888-304-7762 to report fraud. Act within 15 minutes."
spam,"Apple ID: A sign-in to your account was blocked. Your one-time code is 990234. Enter it at appleid-secure-login.com to confirm your identity and unlock access."
spam,"We could not verify your identity. Please share the 6-digit code sent to your phone with our agent at 1-877-502-6614 to avoid service interruption."
spam,"Coinbase Security Alert: $2,847.00 withdrawal requested from your account. If this was NOT you, confirm your identity using code 761234 at coinbase-protect.net NOW."
spam,"Your Netflix account will be SUSPENDED in 2 hours due to a failed payment verification. Use code 334891 to confirm your billing info at netflix-billing-verify.com"
spam,"IRS NOTICE: Identity verification required. Your code is 678432. A representative will call you to collect this code. Failure to comply may result in legal action."
spam,"Venmo: Someone is trying to send $750.00 from your account. If this wasn't you, reply STOP and verify your identity at venmo-secure-id.net using code 512987."
spam,"Your one-time passcode for Bank of America is 229847. This code will expire in 5 minutes. Do not share it with anyone. If you didn't request this, visit bofa-alert-center.com"
spam,"SECURITY NOTICE: Your T-Mobile account password was just reset. If you did not do this, call 1-855-498-3301 immediately and provide verification code 883021 to our agent."
spam,"Hi, this is support from Microsoft. We detected unusual activity on your account. Please provide the verification code you just received so we can secure your account right away."
spam,"Zelle Payment Alert: A transfer of $1,200.00 is PENDING verification. Reply with code 447763 within 10 minutes or the transaction will be flagged for fraud review."
spam,"Your Instagram account login was attempted from Brazil. Code: 093847. If this was you, ignore. If NOT, visit instagram-login-alert.com and enter the code to lock your account."
spam,"FINAL NOTICE: Your Verizon account has been flagged. Verify your identity by sharing the code we just sent with our billing team at 1-866-741-2290 or your service will be disconnected."
spam,"Code 772341 is your Uber verification code. Do NOT share this with anyone. If you didn't request this, your account may have been compromised — check uber-account-secure.com"
spam,"Your identity could not be confirmed. An agent will text you a code shortly. Please reply with that code to verify your Social Security information and avoid account suspension."
spam,"ALERT from Citibank: Suspicious login blocked from IP 185.33.22.107. Your security code is 558219. Share it with our fraud team at 1-800-629-4731 to confirm your identity."
spam,"Steam Guard: Your account is being accessed from a new browser. Verification code: 304892. If this wasn't you, enter the code at steam-account-verify.com to cancel the session."
spam,"Your Walmart Pay account shows a charge of $389.99 that requires verification. Reply with the 6-digit code texted to you or visit walmart-secure-pay.com to dispute this charge."
spam,"NOTICE: We attempted to reach you regarding your Social Security benefits. Call 1-833-572-4401 and provide verification code 660031 to a specialist to prevent benefit suspension."
spam,"Robinhood: A withdrawal of $3,500.00 has been initiated. To CANCEL this transaction, enter your confirmation code 748201 at robinhood-verify-account.com within the next 8 minutes."
spam,"Congrats! You've been selected as our WEEKLY WINNER for a $1,000 Walmart gift card. Claim before midnight: walmart-giftdraw.net/claim8821"
